Date_Dimension_Key,Customer_Dimension_Key,Product_Dimension_Key,SalesTerritory_Dimension_Key,SalesPerson_Dimension_Key,OrderQty,Sales (USD)
462,1744,81,1,14,1,3953.99
462,1781,81,4,8,1,3953.99
462,1843,84,1,14,1,3953.99
462,5359,82,10,16,1,5577.64
462,1699,41,9,13,1,2023.8
462,15638,50,9,13,1,416.13
462,1796,82,4,8,1,3953.99
463,1858,81,4,8,1,3953.99
463,14044,84,6,9,1,2658.86
463,1732,84,1,14,1,3953.99
463,9985,80,9,13,1,2148.21
463,10310,80,9,13,1,2148.21
463,1705,35,9,13,1,2026.17
464,1193,35,10,16,1,5435.6
464,1804,81,4,8,1,3953.99
464,15639,50,9,13,1,420.25
465,1685,82,4,8,1,3953.99
465,1786,84,1,14,1,3953.99
465,1706,34,9,13,1,2028.81
465,1697,40,9,13,1,2043.84
466,18194,37,7,17,1,3729.36
466,4536,80,8,15,1,3953.99
466,5334,83,10,16,1,5746.24
466,1743,84,1,14,1,3953.99
466,13937,82,6,9,1,2654.93
466,10132,84,9,13,1,2167.04
466,10308,81,9,13,1,2167.04
466,5355,81,10,16,1,5746.24
466,4658,84,8,15,1,3953.99
467,2532,83,7,17,1,3953.99
467,8336,48,7,17,1,772.5
467,1641,82,4,8,1,3953.99
467,1729,83,1,14,1,3953.99
467,1811,84,1,14,1,3953.99
467,15763,41,4,8,1,3756.99
467,15791,38,4,8,1,3756.99
467,9958,83,9,13,1,2171.69
467,9962,84,9,13,1,2171.69
467,10312,83,9,13,1,2171.69
467,15637,55,9,13,1,424.29
467,1701,40,9,13,1,2063.49
467,1690,34,9,13,1,2048.31
468,1864,82,4,8,1,3953.99
468,9725,34,6,9,1,2506.63
468,15793,34,4,8,1,3729.36
468,9986,80,9,13,1,2170.14
468,2551,81,7,17,1,3953.99
468,2568,82,7,17,1,3953.99
469,7865,53,7,17,1,772.5
469,1875,81,4,8,1,3953.99
469,1752,83,4,8,1,3953.99
469,1774,80,4,8,1,3953.99
469,10131,84,9,13,1,2179.47
469,10158,83,9,13,1,2179.47
469,10316,83,9,13,1,2179.47
470,2522,82,7,17,1,3953.99
470,14034,82,6,9,1,2634.59
470,14046,82,6,9,1,2634.59
470,13568,83,6,9,1,2634.59
470,4593,51,4,8,1,772.5
470,4594,52,4,8,1,772.5
470,4604,53,4,8,1,772.5
470,9963,82,9,13,1,2155
470,2965,82,7,17,1,3953.99
470,1692,37,9,13,1,2032.57
470,1695,35,9,13,1,2032.57
471,1097,38,8,15,1,3756.99
471,1195,38,10,16,1,5496.69
471,1718,84,4,8,1,3953.99
471,1760,80,4,8,1,3953.99
471,13569,83,6,9,1,2634.59
471,1812,81,4,8,1,3953.99
471,1853,81,4,8,1,3953.99
471,1703,36,9,13,1,2032.57
471,2545,81,7,17,1,3953.99
472,4540,80,8,15,1,3953.99
472,4629,81,8,15,1,3953.99
472,13570,83,6,9,1,2634.59
472,9736,39,6,9,1,2503.32
472,10125,83,9,13,1,2155
472,10315,80,9,13,1,2155
472,3206,84,7,17,1,3953.99
472,4669,83,8,15,1,3953.99
473,1845,83,1,14,1,3953.99
473,4584,50,4,8,1,772.5
473,4598,57,4,8,1,772.5
473,1702,41,9,13,1,2043.95
473,4642,82,8,15,1,3953.99
473,1700,36,9,13,1,2028.92
474,4641,82,8,15,1,3953.99
474,1784,80,4,8,1,3953.99
474,1798,84,4,8,1,3953.99
474,10153,81,9,13,1,2160.89
474,5354,83,10,16,1,5802.74
474,1694,40,9,13,1,2053.22
475,1862,82,1,14,1,3953.99
475,1727,82,1,14,1,3953.99
475,1810,84,1,14,1,3953.99
475,15777,34,1,14,1,3729.36
475,10147,82,9,13,1,2156.64
475,2536,84,7,17,1,3953.99
476,18193,36,7,17,1,3729.36
476,1636,81,1,14,1,3953.99
476,10127,83,9,13,1,2126.83
476,10150,83,9,13,1,2126.83
476,10317,80,9,13,1,2126.83
476,5340,81,10,16,1,5768.04
477,14011,81,6,9,1,2641.27
477,1874,82,4,8,1,3953.99
477,1818,80,1,14,1,3953.99
477,15762,37,4,8,1,3729.36
477,15772,36,4,8,1,3729.36
477,10152,82,9,13,1,2111.83
477,10314,80,9,13,1,2111.83
478,9184,56,8,15,1,772.5
478,9198,52,8,15,1,772.5
478,1857,81,1,14,1,3953.99
478,1823,80,1,14,1,3953.99
478,15759,41,4,8,1,3756.99
478,15760,39,4,8,1,3756.99
478,15795,37,4,8,1,3729.36
478,4590,53,1,14,1,772.5
478,1707,40,9,13,1,2003.62
479,7877,46,7,17,1,772.5
479,1728,81,4,8,1,3953.99
479,1761,80,1,14,1,3953.99
479,1777,82,1,14,1,3953.99
479,15768,37,4,8,1,3729.36
479,9960,82,9,13,1,2111.38
479,10120,82,9,13,1,2111.38
479,4653,80,8,15,1,3953.99
479,1688,39,9,13,1,2006.19
480,10269,54,10,16,1,1116.5
480,1872,83,4,8,1,3953.99
480,1735,82,1,14,1,3953.99
480,1773,83,4,8,1,3953.99
480,9966,83,9,13,1,2111.05
480,10154,83,9,13,1,2111.05
481,2519,82,7,17,1,3953.99
481,1785,84,1,14,1,3953.99
481,15624,47,9,13,1,413.66
481,1704,36,9,13,1,1996.98
481,4654,80,8,15,1,3953.99
482,1866,80,4,8,1,3953.99
482,10129,83,9,13,1,2109.47
482,10311,84,9,13,1,2109.47
482,1696,36,9,13,1,1989.63
482,15640,51,9,13,1,412.13
483,2543,83,7,17,1,3953.99
484,1855,83,4,8,1,3953.99
484,1780,82,1,14,1,3953.99
484,1814,81,4,8,1,3953.99
484,1844,80,1,14,1,3953.99
484,15785,37,4,8,1,3729.36
484,4586,50,4,8,1,772.5
484,10146,81,9,13,1,2104.08
485,1805,80,4,8,1,3953.99
485,15786,37,4,8,1,3729.36
485,4596,54,1,14,1,772.5
486,19766,170,1,14,1,201.71
486,19334,478,1,14,3,2910.04
486,19294,322,2,2,1,4853.35
486,19669,325,3,4,1,54889.62
486,19416,325,6,9,3,21825.28
486,19324,166,1,14,2,16156.26
486,19196,165,6,9,1,541.44
486,19399,163,5,6,1,816.17
486,19652,478,6,9,6,10718.95
486,19671,322,6,9,2,4230.74
486,19505,478,6,9,3,4822.54
486,19341,325,6,9,5,37463.72
486,19424,478,6,9,7,33968.46
486,19210,180,4,8,1,403.12
486,19646,47,4,8,1,472.31
486,19616,170,4,8,3,1077.43
486,19361,323,4,8,2,21444.3
486,19375,322,4,8,2,3393.52
486,19561,108,4,8,1,4377.76
486,19410,325,4,8,2,28906.81
486,19450,166,4,8,2,17802.53
486,19792,322,4,8,3,33243.43
486,19353,325,3,4,3,28981.15
486,19206,478,5,6,32,21961.75
486,19357,478,3,4,6,11589.54
486,19599,178,4,8,1,1291.24
486,19392,478,1,14,3,30344.63
486,19423,199,5,6,1,4836.44
486,19383,66,5,6,2,3859.28
486,19279,322,6,9,2,2923.83
486,19457,40,6,9,1,3323.98
486,19471,478,3,4,3,5062.21
486,19770,51,5,6,1,472.31
486,19808,323,4,8,3,25896.19
486,19623,325,1,14,1,66414.63
486,19388,108,4,8,1,9653.97
486,19188,325,3,4,2,67656.45
486,19442,325,6,9,3,14044.67
486,19351,478,6,9,6,5354.63
486,19715,108,5,6,1,6226.61
486,19640,478,4,8,8,16461.64
486,19448,181,2,2,2,37567.42
486,19227,478,4,8,5,36667.33
486,19387,477,5,6,1,4302.63
486,19684,322,4,8,2,6861.28
486,19585,177,3,4,1,27339.61
486,19283,180,2,2,1,26937.23
486,19371,322,2,2,4,4460.07
486,19536,325,4,8,4,28633.15
486,19376,322,3,4,1,1017.14
486,19412,478,1,14,3,36319.95
486,19220,159,5,6,2,1829.25
486,19404,325,4,8,2,14679.44
486,19490,180,4,8,1,403.12
486,19200,180,2,2,1,875.43
486,19339,325,4,8,1,11092.38
486,19574,57,3,4,1,1889.24
486,19512,478,1,14,6,3759.64
486,19264,478,4,8,2,53295.35
486,19617,158,1,14,2,1614.52
486,19233,66,1,14,3,15396.72
486,19344,165,5,6,2,18695.1
486,19790,478,5,6,6,15535.42
486,19668,325,2,2,2,52178.02
486,19189,478,2,2,6,11311.14
486,19417,180,5,6,2,54191.5
486,19510,322,5,6,1,2877.54
486,19186,40,5,6,2,1439.15
486,2142,82,4,8,1,3953.99
486,10697,81,9,13,1,2083.79
486,3239,82,7,17,1,3953.99
486,5397,83,10,16,1,5740.4
487,4757,83,8,15,1,3953.99
487,1198,40,10,16,1,5455.19
487,2144,80,4,8,1,3953.99
487,16716,53,6,9,1,512.34
487,10694,80,9,13,1,2103.07
487,10522,83,9,13,1,2103.07
487,10689,83,9,13,1,2103.07
487,10695,84,9,13,1,2103.07
487,10318,82,9,13,1,2103.07
487,4692,83,8,15,1,3953.99
487,5394,81,10,16,1,5741.23
487,10696,84,9,13,1,2103.07
488,2481,81,1,14,1,3953.99
488,16728,48,6,9,1,508.66
488,1713,37,9,13,1,1951.12
489,4775,82,8,15,1,3953.99
489,1250,34,10,16,1,5410.36
489,14363,83,6,9,1,2600.79
489,14195,80,6,9,1,2600.79
489,9777,40,6,9,1,2471.22
489,4708,46,4,8,1,772.5
489,10521,84,9,13,1,2058.3
490,1883,82,4,8,1,3953.99
490,2143,83,4,8,1,3953.99
490,10690,81,9,13,1,2060.23
490,1723,38,9,13,1,1957.58
490,3213,82,7,17,1,3953.99
490,15651,51,9,13,1,402.51
491,2586,80,4,8,1,3953.99
491,2064,82,4,8,1,3953.99
491,2137,81,4,8,1,3953.99
491,14198,82,6,9,1,2614.21
491,15809,38,4,8,1,3756.99
491,9884,36,6,9,1,2465.7
491,10331,80,9,13,1,2063.67
492,1130,39,8,15,1,3756.99
492,3266,83,7,17,1,3953.99
492,2603,84,1,14,1,3953.99
492,4718,48,4,8,1,772.5
492,10693,81,9,13,1,2089.85
492,10698,82,9,13,1,2089.85
492,1953,34,9,13,1,1971.12
492,2039,41,9,13,1,1985.72
493,4756,82,8,15,1,3953.99
493,1876,82,4,8,1,3953.99
493,10519,82,9,13,1,2089.85
493,10323,81,9,13,1,2089.85
493,5363,81,10,16,1,5733.74
493,4699,83,8,15,1,3953.99
493,5364,83,10,16,1,5733.74
493,1948,37,9,13,1,1971.12
494,2474,81,1,14,1,3953.99
494,2479,81,1,14,1,3953.99
494,10686,81,9,13,1,2089.85
494,1952,38,9,13,1,1985.72
494,1709,39,9,13,1,1985.72
495,2148,83,4,8,1,3953.99
495,2411,84,4,8,1,3953.99
495,15814,35,1,14,1,3729.36
495,10328,82,9,13,1,2077.55
495,10514,84,9,13,1,2077.55
495,5371,83,10,16,1,5737.9
495,1716,40,9,13,1,1974.04
495,15649,57,9,13,1,405.9
496,2473,84,4,8,1,3953.99
496,1892,82,4,8,1,3953.99
496,2140,81,4,8,1,3953.99
496,10523,80,9,13,1,2076.13
496,1715,39,9,13,1,1972.69
497,1125,34,8,15,1,3729.36
497,2587,84,4,8,1,3953.99
497,2600,80,4,8,1,3953.99
497,2617,80,1,14,1,3953.99
497,1882,83,1,14,1,3953.99
497,14133,80,6,9,1,2604.56
497,8735,49,7,17,1,772.5
497,4617,56,1,14,1,772.5
497,4681,84,8,15,1,3953.99
497,1950,38,9,13,1,1950.06
497,4671,80,8,15,1,3953.99
497,15646,48,9,13,1,400.97
498,10277,56,10,16,1,1108.64
498,15812,36,1,14,1,3729.36
498,1711,40,9,13,1,1958.19
498,15641,52,9,13,1,402.64
499,2470,84,4,8,1,3953.99
499,15816,41,4,8,1,3756.99
499,10325,82,9,13,1,2068.85
499,1947,40,9,13,1,1965.77
500,2585,81,4,8,1,3953.99
500,2139,81,1,14,1,3953.99
500,2457,82,4,8,1,3953.99
500,9603,49,8,15,1,772.5
500,4615,46,4,8,1,772.5
500,10330,81,9,13,1,2059.37
501,14368,82,6,9,1,2581.94
501,1891,82,4,8,1,3953.99
502,14461,83,6,9,1,2581.77
502,1900,81,1,14,1,3953.99
502,4725,53,1,14,1,772.5
502,10685,82,9,13,1,2068.74
502,10691,80,9,13,1,2068.74
502,10329,81,9,13,1,2068.74
503,3260,84,7,17,1,3953.99
503,2583,82,4,8,1,3953.99
503,1881,84,1,14,1,3953.99
503,1910,83,1,14,1,3953.99
503,9220,53,8,15,1,772.5
503,8753,53,7,17,1,772.5
503,2466,84,1,14,1,3953.99
503,4707,48,4,8,1,772.5
503,1943,41,9,13,1,1953.2
503,1944,35,9,13,1,1938.84
503,15643,55,9,13,1,401.61
504,18206,35,7,17,1,3729.36
504,2588,84,4,8,1,3953.99
504,14088,80,6,9,1,2576.73
504,14094,82,6,9,1,2576.73
504,1911,80,4,8,1,3953.99
504,14120,82,6,9,1,2576.73
504,8730,48,7,17,1,772.5
504,9606,47,8,15,1,772.5
504,15818,37,1,14,1,3729.36
504,10326,82,9,13,1,2072.43
504,10516,83,9,13,1,2072.43
504,5362,84,10,16,1,5742.07
504,14193,81,6,9,1,2576.73
505,2472,84,4,8,1,3953.99
505,2584,81,4,8,1,3953.99
505,2458,82,4,8,1,3953.99
505,15813,37,4,8,1,3729.36
505,10518,83,9,13,1,2053.91
505,1955,41,9,13,1,1951.58
505,15642,50,9,13,1,401.28
506,4765,80,8,15,1,3953.99
506,2486,83,1,14,1,3953.99
506,14373,82,6,9,1,2578.74
506,2125,84,1,14,1,3953.99
506,8743,46,7,17,1,772.5
506,15808,34,4,8,1,3729.36
506,10322,81,9,13,1,2079.08
506,10517,84,9,13,1,2079.08
506,3258,80,7,17,1,3953.99
507,1129,38,8,15,1,3756.99
507,2476,84,4,8,1,3953.99
507,1902,83,4,8,1,3953.99
507,10524,83,9,13,1,2073.08
507,10319,84,9,13,1,2073.08
508,1133,41,8,15,1,3756.99
508,1251,39,10,16,1,5444.12
508,2468,80,1,14,1,3953.99
508,14348,84,6,9,1,2579.25
508,2482,84,1,14,1,3953.99
508,2619,82,1,14,1,3953.99
508,2120,84,1,14,1,3953.99
508,2154,82,1,14,1,3953.99
508,15799,36,4,8,1,3729.36
508,4616,54,4,8,1,772.5
508,4719,53,4,8,1,772.5
508,10687,81,9,13,1,2085.99
508,10692,82,9,13,1,2085.99
508,1712,37,9,13,1,1967.48
508,15650,52,9,13,1,407.55
509,2606,84,4,8,1,3953.99
509,1886,83,1,14,1,3953.99
509,2464,84,4,8,1,3953.99
509,15798,38,4,8,1,3756.99
509,10327,81,9,13,1,2078.97
509,4680,80,8,15,1,3953.99
509,15647,55,9,13,1,406.17
510,1196,41,10,16,1,5386.36
510,2471,80,1,14,1,3953.99
510,2491,80,4,8,1,3953.99
510,2409,82,1,14,1,3953.99
510,2463,81,1,14,1,3953.99
511,2152,81,4,8,1,3953.99
511,3238,82,7,17,1,3953.99
511,5370,82,10,16,1,5633.26
511,3254,83,7,17,1,3953.99
511,3257,83,7,17,1,3953.99
511,1945,34,9,13,1,1960.66
511,2040,37,9,13,1,1960.66
512,14459,84,6,9,1,2552.44
512,2615,80,1,14,1,3953.99
512,1880,83,1,14,1,3953.99
512,1888,80,4,8,1,3953.99
512,1889,84,4,8,1,3953.99
512,1890,83,4,8,1,3953.99
512,1909,83,1,14,1,3953.99
512,10324,84,9,13,1,2085.77
512,1954,34,9,13,1,1967.28
513,4752,83,8,15,1,3953.99
513,2066,82,1,14,1,3953.99
513,2150,83,1,14,1,3953.99
513,9737,37,6,9,1,2417.74
513,15648,52,9,13,1,400.66
514,14203,81,6,9,1,2560.71
514,2475,84,1,14,1,3953.99
514,14366,82,6,9,1,2560.71
514,2614,83,1,14,1,3953.99
514,10520,83,9,13,1,2052.63
514,5393,81,10,16,1,5644.52
514,1739,35,9,13,1,1936.02
514,1741,34,9,13,1,1936.02
515,4782,80,8,15,1,3953.99
515,1908,84,4,8,1,3953.99
515,8729,50,7,17,1,772.5
515,15800,39,4,8,1,3756.99
515,10525,81,9,13,1,2052.63
515,1942,39,9,13,1,1950.37
516,19527,488,5,6,8,41824.9
516,19741,488,3,4,4,6700.57
516,19267,323,4,8,2,64.24
516,19696,436,6,9,4,87782.68
516,19436,488,6,9,9,34554.37
516,19560,325,1,14,1,2677.92
516,19767,433,2,2,1,41199.39
516,19282,488,1,14,2,87984.53
516,19301,464,1,14,1,1836.08
516,19473,433,1,14,1,3302.52
516,19394,488,6,9,10,52621.35
516,19480,323,10,16,3,12928.37
516,19316,488,6,9,9,110378.48
516,19384,434,4,8,1,4600.44
516,19569,325,1,14,3,96.36
516,19592,465,1,14,2,80.18
516,19546,488,2,2,11,56379.76
516,19675,232,3,4,1,6467.81
516,19769,431,6,9,3,30814.21
516,19816,432,7,17,1,2570.91
516,19307,433,4,8,2,42418.73
516,19446,488,4,8,5,50669.18
516,19611,488,7,17,4,41884.87
516,19315,488,7,17,3,14739.97
516,19306,26,5,6,1,729.64
516,19529,434,3,4,4,111633.38
516,19777,488,5,6,4,40184.57
516,19513,488,5,6,4,8293.79
516,19800,244,6,9,1,17.76
516,19349,488,2,2,8,74091.88
516,19191,464,4,8,1,847.74
516,19743,464,5,6,1,2685.89
516,19202,229,5,6,1,203.46
516,19660,150,5,6,1,236.35
516,19591,488,4,8,5,69535.4
516,19463,488,6,9,2,4692.85
516,19798,433,2,2,2,37508.56
516,19701,55,5,6,1,528.99
516,19474,434,4,8,1,110233.16
516,19391,488,1,14,2,123497.07
516,19363,74,5,6,1,1473.86
516,19702,433,6,9,9,73924.11
516,19720,488,1,14,4,1284.19
516,19199,488,1,14,5,90890.64
516,19639,487,4,8,2,64407.34
516,19385,488,1,14,2,11790.13
516,19338,56,1,14,2,4320.51
516,19356,433,3,4,3,13673.22
516,19497,488,7,17,15,41210.91
516,19577,464,7,17,1,2795.51
516,19222,488,5,6,2,7930.56
516,19360,432,2,2,3,50779.82
516,19484,270,3,4,2,34.1
516,19750,488,6,9,10,67632.42
516,19581,433,6,9,1,3524.41
516,19420,436,2,2,1,770.97
516,19348,436,4,8,3,132727.85
516,19622,465,4,8,1,1721.4
516,19811,488,3,4,5,79767.49
516,19272,488,4,8,4,9687.59
516,19235,488,3,4,1,17855.3
516,19759,169,5,6,2,415.52
516,19296,488,2,2,4,99952.44
516,19683,434,1,14,6,16410.87
516,19694,488,4,8,8,66861.4
516,19289,488,10,16,6,115968.23
516,19806,463,10,16,1,2329.52
516,19485,488,3,4,17,70498.04
516,19406,488,5,6,14,71561.06
516,19251,488,5,6,4,31545.98
516,19551,187,5,6,1,366.47
516,19507,488,4,8,11,6270.92
516,7749,60,8,15,1,1105.48
516,5162,79,8,15,1,2410.63
516,9632,54,8,15,1,865.2
516,2764,72,1,14,1,2410.63
516,10895,79,9,13,1,1254.29
516,2051,30,9,13,1,1178.13
516,2057,28,9,13,1,1178.13
516,2273,32,9,13,1,1190.97
517,7827,58,8,15,1,1105.48
517,2649,74,4,8,1,2410.63
517,10279,57,10,16,1,1237.95
518,5159,75,8,15,1,2410.63
518,2631,77,1,14,1,2699.9
518,2734,77,4,8,1,2699.9
518,2741,76,4,8,1,2699.9
518,2844,76,4,8,1,2699.9
518,2910,77,4,8,1,2699.9
518,2912,72,4,8,1,2410.63
518,2922,72,4,8,1,2410.63
518,9910,28,6,9,1,1456.77
518,10868,78,9,13,1,1404.01
518,10875,79,9,13,1,1253.58
518,10908,74,9,13,1,1253.58
518,15663,53,9,13,1,449.92
519,6644,58,7,17,1,1105.48
519,4816,73,8,15,1,2410.63
519,4818,77,8,15,1,2699.9
519,10278,51,10,16,1,1231.61
519,2761,78,4,8,1,2699.9
519,2787,78,1,14,1,2699.9
519,9888,31,6,9,1,1470.37
519,4901,51,4,8,1,865.2
519,10902,74,9,13,1,1253.97
520,8874,61,10,16,1,1574.09
520,1186,33,8,15,1,2288.92
520,3294,77,7,17,1,2699.9
520,3481,72,7,17,1,2410.63
520,14480,79,6,9,1,1546.76
520,2795,76,1,14,1,2699.9
520,14678,73,6,9,1,1546.76
520,14748,73,6,9,1,1546.76
520,14750,76,6,9,1,1732.37
520,2272,29,9,13,1,1174.59
521,1306,30,10,16,1,3219.93
521,3369,79,7,17,1,2410.63
521,5748,78,10,16,1,3839.45
521,6797,60,7,17,1,1105.48
521,2620,76,4,8,1,2699.9
521,18365,76,6,9,1,2699.9
521,10893,77,9,13,1,1400.22
521,10701,72,9,13,1,1250.2
521,10704,78,9,13,1,1400.22
521,2056,28,9,13,1,1174.28
521,15721,55,9,13,1,448.71
522,4802,75,8,15,1,2410.63
522,4803,79,8,15,1,2410.63
522,3694,60,4,8,1,1105.48
522,14483,73,6,9,1,1547.56
522,2762,73,4,8,1,2410.63
522,2928,79,1,14,1,2410.63
522,2043,29,9,13,1,1179.42
522,2048,32,9,13,1,1192.27
522,2278,30,9,13,1,1179.42
523,5401,72,10,16,1,3430.52
523,2682,75,1,14,1,2410.63
523,18468,78,6,9,1,2699.9
523,9908,28,6,9,1,1452.75
523,10885,72,9,13,1,1238.82
523,10901,78,9,13,1,1387.48
524,2758,77,1,14,1,2699.9
524,2759,76,4,8,1,2699.9
524,15829,29,1,14,1,2264.25
524,15954,29,4,8,1,2264.25
524,2052,32,9,13,1,1168.95
525,5756,74,10,16,1,3390.47
525,2636,74,4,8,1,2410.63
525,9633,48,8,15,1,865.2
525,10917,75,9,13,1,1264.36
525,15660,55,9,13,1,453.79
525,15725,48,9,13,1,453.79
525,3695,59,4,8,1,1105.48
526,15876,32,1,14,1,2288.92
526,7832,61,8,15,1,1105.48
526,5735,72,10,16,1,3372.45
526,3688,61,4,8,1,1105.48
526,9626,57,8,15,1,865.2
526,2765,76,1,14,1,2699.9
526,2904,73,4,8,1,2410.63
526,15940,29,4,8,1,2264.25
526,4893,49,4,8,1,865.2
526,10918,77,9,13,1,1408.55
526,2275,30,9,13,1,1181.27
526,15722,46,9,13,1,451.38
527,5404,74,10,16,1,3372.92
527,5059,78,8,15,1,2699.9
527,2770,74,4,8,1,2410.63
527,2863,73,1,14,1,2410.63
527,2875,79,1,14,1,2410.63
527,2927,73,4,8,1,2410.63
527,15951,31,1,14,1,2288.92
527,2058,29,9,13,1,1183.55
528,1270,33,10,16,1,3203.53
528,1312,31,10,16,1,3203.53
528,5631,74,10,16,1,3373.87
528,2644,75,4,8,1,2410.63
528,2651,75,1,14,1,2410.63
528,2677,79,4,8,1,2410.63
528,8771,51,7,17,1,865.2
528,2880,73,1,14,1,2410.63
528,2892,72,4,8,1,2410.63
528,15903,32,4,8,1,2288.92
528,4897,49,4,8,1,865.2
528,2044,28,9,13,1,1180.84
529,18208,28,7,17,1,2264.25
529,2632,75,1,14,1,2410.63
529,2718,77,1,14,1,2699.9
529,2785,72,1,14,1,2410.63
529,2916,73,1,14,1,2410.63
529,14679,72,6,9,1,1565.85
529,15936,30,4,8,1,2264.25
529,15949,29,4,8,1,2264.25
529,10899,79,9,13,1,1263.5
529,10903,76,9,13,1,1415.12
530,3364,79,7,17,1,2410.63
530,2721,78,4,8,1,2699.9
530,14796,76,6,9,1,1757.75
530,4890,51,1,14,1,865.2
531,3297,75,7,17,1,2410.63
531,8754,56,7,17,1,865.2
531,2757,72,1,14,1,2410.63
531,10897,78,9,13,1,1409.87
531,2041,32,9,13,1,1195.26
531,2049,29,9,13,1,1182.38
532,3468,79,7,17,1,2410.63
532,5324,78,8,15,1,2699.9
532,2643,77,1,14,1,2699.9
532,2771,79,1,14,1,2410.63
532,2854,75,4,8,1,2410.63
532,2867,79,4,8,1,2410.63
532,14795,73,6,9,1,1562.1
532,2932,78,1,14,1,2699.9
532,15823,33,4,8,1,2288.92
532,10913,77,9,13,1,1406.05
532,10703,76,9,13,1,1406.05
533,18212,31,7,17,1,2288.92
533,14526,74,6,9,1,1569.21
533,4857,57,4,8,1,865.2
533,4895,56,4,8,1,865.2
533,14310,60,9,13,1,583.83
533,2276,32,9,13,1,1208.83
533,2277,29,9,13,1,1195.8
534,3501,72,7,17,1,2410.63
534,3692,60,1,14,1,1105.48
534,14488,77,6,9,1,1745.02
534,9612,51,8,15,1,865.2
534,2768,77,1,14,1,2699.9
534,9890,31,6,9,1,1479.39
534,2062,32,9,13,1,1229.61
534,2625,75,4,8,1,2410.63
535,3470,79,7,17,1,2410.63
535,3471,74,7,17,1,2410.63
535,3705,58,1,14,1,1105.48
535,2624,73,4,8,1,2410.63
535,14519,73,6,9,1,1558.46
535,2760,77,4,8,1,2699.9
535,2876,79,1,14,1,2410.63
535,4868,55,4,8,1,865.2
535,10870,73,9,13,1,1293.05
535,2045,28,9,13,1,1214.53
536,1305,28,10,16,1,3259.79
536,3277,72,7,17,1,2410.63
536,3495,79,7,17,1,2410.63
536,5903,79,10,16,1,3470.52
536,14662,78,6,9,1,1745.48
536,2923,78,4,8,1,2699.9
536,9911,29,6,9,1,1463.83
536,4896,49,4,8,1,865.2
536,10894,76,9,13,1,1448.21
536,10699,73,9,13,1,1293.05
537,4819,75,8,15,1,2410.63
537,2637,78,4,8,1,2699.9
537,2766,79,1,14,1,2410.63
537,2769,78,1,14,1,2699.9
537,2907,78,4,8,1,2699.9
537,10882,79,9,13,1,1314.12
537,10916,74,9,13,1,1314.12
538,1252,30,10,16,1,3246.24
538,1277,30,10,16,1,3246.24
538,5747,72,10,16,1,3456.1
538,5158,73,8,15,1,2410.63
538,2683,77,4,8,1,2699.9
538,2731,74,1,14,1,2410.63
538,2891,77,4,8,1,2699.9
539,3279,75,7,17,1,2410.63
539,3307,76,7,17,1,2699.9
539,3502,78,7,17,1,2699.9
539,8888,60,10,16,1,1594.52
539,10869,74,9,13,1,1320.17
539,14308,58,9,13,1,605.41
540,1172,30,8,15,1,2264.25
540,4786,73,8,15,1,2410.63
540,2628,78,4,8,1,2699.9
540,14763,77,6,9,1,1765.45
540,2926,75,1,14,1,2410.63
540,4869,50,1,14,1,865.2
540,2274,32,9,13,1,1252.9
540,15662,48,9,13,1,473.59
540,15943,31,4,8,1,2288.92
541,3267,76,7,17,1,2699.9
541,5635,72,10,16,1,3483.06
541,18371,74,6,9,1,2410.63
541,2042,30,9,13,1,1240.42
541,15723,57,9,13,1,473.98
542,8875,59,10,16,1,1603.54
542,2623,76,4,8,1,2699.9
542,10294,57,10,16,1,1255.01
542,2788,78,1,14,1,2699.9
542,18361,77,6,9,1,2699.9
542,15822,33,4,8,1,2288.92
542,15885,32,4,8,1,2288.92
542,4891,49,1,14,1,865.2
542,10881,76,9,13,1,1479.07
542,10907,77,9,13,1,1479.07
543,3701,58,4,8,1,1105.48
543,10896,73,9,13,1,1313.91
543,10905,73,9,13,1,1313.91
543,10702,73,9,13,1,1313.91
543,2055,32,9,13,1,1247.57
544,6782,61,7,17,1,1105.48
544,5755,73,10,16,1,3510.45
544,2652,76,1,14,1,2699.9
544,2789,76,1,14,1,2699.9
544,10891,78,9,13,1,1458.15
544,10700,75,9,13,1,1301.92
545,10412,54,10,16,1,1253.01
545,14534,74,6,9,1,1576.81
545,2879,74,1,14,1,2410.63
545,2914,73,4,8,1,2410.63
545,15947,33,4,8,1,2288.92
545,15978,30,1,14,1,2264.25
545,4898,53,4,8,1,865.2
545,10904,79,9,13,1,1305.23
545,15724,48,9,13,1,468.46
545,1183,30,8,15,1,2264.25
546,1311,30,10,16,1,3293.46
546,5156,79,8,15,1,2410.63
546,2790,76,1,14,1,2699.9
546,2878,77,4,8,1,2699.9
546,2905,73,1,14,1,2410.63
546,10867,72,9,13,1,1300.86
546,10871,74,9,13,1,1300.86
546,2050,30,9,13,1,1221.87
546,2060,33,9,13,1,1235.18
547,19760,244,6,9,1,18.09
547,19499,488,6,9,6,12470.75
547,19657,433,3,4,5,54434.52
547,19322,433,6,9,2,2719.38
547,19590,447,5,6,3,53852.74
547,19257,57,2,2,1,528.99
547,19817,447,6,9,3,511.08
547,19241,488,6,9,4,5076.71
547,19787,245,5,6,1,38.15
547,19810,433,6,9,4,39676.59
547,19654,184,10,16,1,539.4
547,19597,488,6,9,6,38690.2
547,19688,433,7,17,1,7243.19
